lead_id,facility_name,address,city,state,zip_code,phone,ownership_type,chain_name,overall_rating,health_inspection_rating,survey_date,scope_severity_code,severity_rank,citation_status,correction_date,from_complaint,infection_control_related,deficiency_description,citation_count,matched_tags,propublica_search_url
fcff78f86650,VALENCIA HILLS HEALTH AND REHABILITATION CENTER,1350 SLEEPY HILL RD,LAKELAND,FL,33810,8638584402,For profit - Limited Liability company,SUMMIT CARE,1,1,2026-03-11,D,2,"Deficient, Provider has date of correction",2026-04-11,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=VALENCIA%20HILLS%20HEALTH%20AND%20REHABILITATION%20CENTER
3c10767ee33d,"WATERS OF CASTLETON SKILLED NURSING FACILITY, THE",8400 CLEARVISTA PL,INDIANAPOLIS,IN,46256,3178450464,For profit - Limited Liability company,INFINITY HEALTHCARE CONSULTING,2,1,2026-03-11,D,2,"Deficient, Provider has date of correction",2026-04-07,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=WATERS%20OF%20CASTLETON%20SKILLED%20NURSING%20FACILITY%2C%20THE
f2006c08e48d,Cypress at Lake Providence,5976 US-65 NORTH,LAKE PROVIDENCE,LA,71254,3185592248,For profit - Corporation,VOLARE HEALTH,1,1,2026-03-11,E,2,"Deficient, Provider has date of correction",2026-04-10,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Cypress%20at%20Lake%20Providence
bfdfe10d726c,Optalis Health and Rehabilitation of Troy,925 W South Blvd,Troy,MI,48085,2487294400,For profit - Corporation,OPTALIS HEALTH & REHABILITATION,2,1,2026-03-11,E,2,"Deficient, Provider has date of correction",2026-04-02,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Optalis%20Health%20and%20Rehabilitation%20of%20Troy
cbcb8e45996c,"LOFT REHAB OF ROCK SPRINGS, THE",2530 NORTH MONROE STREET,DECATUR,IL,62526,2178750920,For profit - Corporation,THE LOFT REHABILITATION AND NURSING,1,2,2026-03-10,D,2,"Deficient, Provider has date of correction",2026-04-03,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",3,0584,https://projects.propublica.org/nursing-homes/findings/search?search=LOFT%20REHAB%20OF%20ROCK%20SPRINGS%2C%20THE
c241da1a8ef2,Sandia Ridge Center,2216 Lester Drive NE,Albuquerque,NM,87112,5052964808,For profit - Corporation,GENESIS HEALTHCARE,1,1,2026-03-10,E,2,"Deficient, Provider has date of correction",2026-04-20,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Sandia%20Ridge%20Center
3e17189b2496,"PEARL OF HILLSIDE,THE",4600 NORTH FRONTAGE ROAD,HILLSIDE,IL,60162,7085449933,For profit - Limited Liability company,PEARL HEALTHCARE,1,2,2026-03-09,D,2,"Deficient, Provider has date of correction",2026-03-12,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,0690,https://projects.propublica.org/nursing-homes/findings/search?search=PEARL%20OF%20HILLSIDE%2CTHE
dbe44abde15e,MASON HEALTH CARE CENTER,900 PROVIDENT DRIVE,WARSAW,IN,46580,5743712500,Non profit - Corporation,TLC MANAGEMENT,2,2,2026-03-09,D,2,"Deficient, Provider has date of correction",2026-03-26,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,0690,https://projects.propublica.org/nursing-homes/findings/search?search=MASON%20HEALTH%20CARE%20CENTER
2986d9b207ff,NORTHERN METROPOLITAN RES HEALTH CARE FACILITY INC,225 MAPLE AVENUE,MONSEY,NY,10952,8453529000,Non profit - Corporation,,2,2,2026-03-09,D,2,"Deficient, Provider has date of correction",2026-03-30,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=NORTHERN%20METROPOLITAN%20RES%20HEALTH%20CARE%20FACILITY%20INC
cdf3ecaede0a,BROOKHAVEN NURSING & REHABILITATION CENTER,ONE COUNTRY LANE,BROOKVILLE,OH,45309,9378332133,For profit - Individual,,3,3,2026-03-09,D,2,"Deficient, Provider has date of correction",2026-04-01,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=BROOKHAVEN%20NURSING%20%26%20REHABILITATION%20CENTER
9697ada44796,QUALITY LIFE SERVICES - CHICORA,160 MEDICAL CENTER ROAD,CHICORA,PA,16025,7244452000,For profit - Limited Liability company,QUALITY LIFE SERVICES,2,1,2026-03-09,D,2,"Deficient, Provider has date of correction",2026-04-03,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",4,0584,https://projects.propublica.org/nursing-homes/findings/search?search=QUALITY%20LIFE%20SERVICES%20-%20CHICORA
44b821b57cec,Florence Health Services,5778 Chapin St,Florence,WI,54121,7155284833,For profit - Corporation,NORTH SHORE HEALTHCARE,1,2,2026-03-08,E,2,"Deficient, Provider has date of correction",2026-03-25,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Florence%20Health%20Services
15cfb1359a67,AVIATA AT ARBOR SPRINGS,1501 SE 24TH RD,OCALA,FL,34471,3526298900,For profit - Limited Liability company,AVIATA HEALTH GROUP,1,1,2026-03-06,D,2,"Deficient, Provider has date of correction",2026-04-03,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=AVIATA%20AT%20ARBOR%20SPRINGS
55a232513f6d,Caldwell Care of Cascadia,210 Cleveland Boulevard,Caldwell,ID,83605,2084591522,For profit - Corporation,CASCADIA HEALTHCARE,1,1,2026-03-06,D,2,"Deficient, Provider has date of correction",2026-04-01,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Caldwell%20Care%20of%20Cascadia
e73593cc64d5,MORAN  NURSING AND REHABILITATION CENTER,25701 SHADY LANE SOUTHWEST,WESTERNPORT,MD,21562,3013593000,For profit - Corporation,FUNDAMENTAL HEALTHCARE,4,4,2026-03-06,D,2,"Deficient, Provider has date of correction",2026-05-06,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=MORAN%20%20NURSING%20AND%20REHABILITATION%20CENTER
839b14ce6cc2,Frank M. Tejeda Texas State Veterans Home,200 Veterans Dr,Floresville,TX,78114,8302169456,Government - State,TEXVET,5,4,2026-03-06,D,2,"Deficient, Provider has date of correction",2026-04-07,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,0690,https://projects.propublica.org/nursing-homes/findings/search?search=Frank%20M.%20Tejeda%20Texas%20State%20Veterans%20Home
9af13e3a25ae,Falcon Point Post Acute,23553 West Fernhurst Drive,Katy,TX,77494,2813943900,For profit - Limited Liability company,CROSS HEALTHCARE MANAGEMENT,2,3,2026-03-06,D,2,"Deficient, Provider has date of correction",2026-03-27,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=Falcon%20Point%20Post%20Acute
77c13f47ed32,LA CANADA CARE CENTER,7970 NORTH LA CANADA DRIVE,TUCSON,AZ,85704,5207971191,For profit - Limited Liability company,THE ENSIGN GROUP,5,4,2026-03-05,E,2,"Deficient, Provider has date of correction",2026-03-30,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=LA%20CANADA%20CARE%20CENTER
928992bf7f4e,COVENANT POST ACUTE,3408 EAST SHIELDS AVENUE,FRESNO,CA,93726,5592274063,For profit - Limited Liability company,,3,2,2026-03-05,D,2,"Deficient, Provider has date of correction",2026-03-20,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=COVENANT%20POST%20ACUTE
332cacde23ef,CHESTNUT RIDGE NSG & REHAB CTR,125 SAMARITAN DRIVE,CUMMING,GA,30040,7708890120,For profit - Limited Liability company,CYPRESS SKILLED NURSING,1,2,2026-03-05,E,2,"Deficient, Provider has date of correction",2026-04-23,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=CHESTNUT%20RIDGE%20NSG%20%26%20REHAB%20CTR
9afdd598ac9a,"CARLTON AT THE LAKE, THE",725 WEST MONTROSE AVENUE,CHICAGO,IL,60613,7739291700,For profit - Limited Liability company,LEGACY HEALTHCARE,2,2,2026-03-05,D,2,"Deficient, Provider has date of correction",2026-03-06,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=CARLTON%20AT%20THE%20LAKE%2C%20THE
6311e58e1b58,The Orchards at Three Rivers,55378 Wilbur Rd,Three Rivers,MI,49093,2692797441,For profit - Limited Liability company,THE ORCHARDS MICHIGAN,1,1,2026-03-05,E,2,"Deficient, Provider has date of correction",2026-03-30,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=The%20Orchards%20at%20Three%20Rivers
46f1124fe504,Prestige Care Center of Nebraska City,1420 North 10th Street,Nebraska City,NE,68410,4028733304,For profit - Corporation,PRESTIGE CARE CENTER,1,2,2026-03-05,E,2,"Deficient, Provider has no plan of correction",,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",3,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Prestige%20Care%20Center%20of%20Nebraska%20City
35141c262a32,Tabor Manor Care Center,209 Main Street,Tabor,IA,51653,7126292645,For profit - Corporation,,1,1,2026-03-04,D,2,"Deficient, Provider has date of correction",2026-04-03,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Tabor%20Manor%20Care%20Center
2ee370ea63d4,PRINCETON PLACE-RUSTON,1405 White Street,Ruston,LA,71270,3182554400,For profit - Partnership,PARAMOUNT HEALTHCARE CONSULTANTS,4,4,2026-03-04,D,2,"Deficient, Provider has date of correction",2026-04-03,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=PRINCETON%20PLACE-RUSTON
72ec9cd8781a,ELLISVILLE REHABILITATION AND NURSING,322 OLD STATE ROAD,ELLISVILLE,MO,63021,6362273431,For profit - Limited Liability company,,1,1,2026-03-04,D,2,"Deficient, Provider has date of correction",2026-04-07,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,0690,https://projects.propublica.org/nursing-homes/findings/search?search=ELLISVILLE%20REHABILITATION%20AND%20NURSING
c5bc5cb7f24c,OAK HILLS NURSING CENTER,3650 BEAVERCREST DRIVE,LORAIN,OH,44053,4402829171,For profit - Corporation,EMBASSY HEALTHCARE,3,3,2026-03-04,E,2,"Deficient, Provider has date of correction",2026-03-27,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=OAK%20HILLS%20NURSING%20CENTER
d6c4d28aa8da,CAMERON HEALTHCARE CENTER,20 WILSON DRIVE,CAMERON,WV,26033,3046863318,For profit - Corporation,COMMUNICARE HEALTH,4,3,2026-03-04,E,2,"Deficient, Provider has date of correction",2026-04-03,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=CAMERON%20HEALTHCARE%20CENTER
457fae2e71da,ORCHARDS AT TULARE,604 E. MERRITT AVE.,TULARE,CA,93274,5596861601,For profit - Limited Liability company,,1,1,2026-03-03,E,2,"Deficient, Provider has date of correction",2026-03-13,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=ORCHARDS%20AT%20TULARE
2fb7ca7c9e7b,AVIATA AT SANTA BARBARA,216 SANTA BARBARA BLVD,CAPE CORAL,FL,33991,2397724600,For profit - Limited Liability company,AVIATA HEALTH GROUP,2,1,2026-03-03,E,2,"Deficient, Provider has date of correction",2026-04-01,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=AVIATA%20AT%20SANTA%20BARBARA
97c35c678472,INTEGRITY HC OF ANNA,315 SOUTH BRADY MILL ROAD,ANNA,IL,62906,6188336343,For profit - Corporation,INTEGRITY HEALTHCARE COMMUNITIES,1,1,2026-03-03,E,2,"Deficient, Provider has date of correction",2026-03-04,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=INTEGRITY%20HC%20OF%20ANNA
c6d89bac58d1,Oaklawn Care & Rehabilitation Center,201 OAKLAWN AVENUE,MANKATO,MN,56001,5073882913,For profit - Corporation,MONARCH HEALTHCARE MANAGEMENT,2,2,2026-03-03,D,2,"Deficient, Provider has date of correction",2026-03-31,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,0690,https://projects.propublica.org/nursing-homes/findings/search?search=Oaklawn%20Care%20%26%20Rehabilitation%20Center
0978bd9fb06f,CONTINUING HEALTHCARE OF CUYAHOGA FALLS,300 EAST BATH ROAD,CUYAHOGA FALLS,OH,44223,3309296272,For profit - Limited Liability company,PARADIGM HEALTHCARE,,,2026-03-03,D,2,"Deficient, Provider has date of correction",2026-04-03,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",3,0584,https://projects.propublica.org/nursing-homes/findings/search?search=CONTINUING%20HEALTHCARE%20OF%20CUYAHOGA%20FALLS
68f11f201864,HARVARD GARDENS REHABILITATION & CARE CENTER,18810 HARVARD AVE,CLEVELAND,OH,44122,2167523600,For profit - Partnership,,1,1,2026-03-03,E,2,"Deficient, Provider has date of correction",2026-05-01,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",3,0584,https://projects.propublica.org/nursing-homes/findings/search?search=HARVARD%20GARDENS%20REHABILITATION%20%26%20CARE%20CENTER
0269914595c3,MONROEVILLE POST ACUTE,885 MACBETH DRIVE,MONROEVILLE,PA,15146,4128567071,For profit - Limited Liability company,PACS GROUP,2,2,2026-03-03,D,2,"Deficient, Provider has date of correction",2026-04-01,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",3,0584,https://projects.propublica.org/nursing-homes/findings/search?search=MONROEVILLE%20POST%20ACUTE
cdec91cc3d2e,WOODARD CREEK HEALTH & REHABILITATION,3333 ENSIGN ROAD NORTHEAST,OLYMPIA,WA,98506,3604934900,For profit - Limited Liability company,HILL VALLEY HEALTHCARE,2,1,2026-03-02,D,2,"Deficient, Provider has date of correction",2026-03-24,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=WOODARD%20CREEK%20HEALTH%20%26%20REHABILITATION
72813ab80e77,SANTA CRUZ POST ACUTE,1115 CAPITOLA ROAD,SANTA CRUZ,CA,95062,8314754055,For profit - Limited Liability company,PACS GROUP,2,1,2026-02-26,D,2,"Deficient, Provider has date of correction",2026-03-13,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,0690,https://projects.propublica.org/nursing-homes/findings/search?search=SANTA%20CRUZ%20POST%20ACUTE
11255264039b,Landmark of Hyde Park Rehabilitation and Nursing C,6125 SOUTH KENWOOD,CHICAGO,IL,60637,7737526000,For profit - Individual,INFINITY HEALTHCARE CONSULTING,1,2,2026-02-26,D,2,"Deficient, Provider has date of correction",2026-03-20,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",3,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Landmark%20of%20Hyde%20Park%20Rehabilitation%20and%20Nursing%20C
759ac55b9362,APERION CARE FOREST PARK,8200 WEST ROOSEVELT ROAD,FOREST PARK,IL,60130,7084889850,For profit - Corporation,APERION CARE,1,1,2026-02-26,F,2,"Deficient, Provider has date of correction",2026-03-01,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",4,0584,https://projects.propublica.org/nursing-homes/findings/search?search=APERION%20CARE%20FOREST%20PARK
bfa52fdfa90e,LUTHERAN SUNSET HOME,333 EASTERN AVE,GRAFTON,ND,58237,7013521901,Non profit - Church related,,3,2,2026-02-26,E,2,"Deficient, Provider has date of correction",2026-03-31,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=LUTHERAN%20SUNSET%20HOME
469e4186bd8d,MONROE HEALTH AND REHABILITATION CENTER,465 ISBILL RD,MADISONVILLE,TN,37354,4234423990,Non profit - Corporation,CHAMPION CARE,3,2,2026-02-26,D,2,"Deficient, Provider has date of correction",2026-03-27,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=MONROE%20HEALTH%20AND%20REHABILITATION%20CENTER
932c19e0925b,Reunion Plaza Senior Care and Rehabilitation Cente,1401 Hampton Rd,Texarkana,TX,75503,9037927994,For profit - Corporation,STONEGATE SENIOR LIVING,1,1,2026-02-26,D,2,"Deficient, Provider has date of correction",2026-03-26,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=Reunion%20Plaza%20Senior%20Care%20and%20Rehabilitation%20Cente
5874c0e7bf60,"MANNING GARDENS CARE CENTER, INC",2113 E. MANNING AVENUE,FRESNO,CA,93725,5598342586,For profit - Corporation,,5,4,2026-02-25,D,2,"Deficient, Provider has date of correction",2026-03-13,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=MANNING%20GARDENS%20CARE%20CENTER%2C%20INC
8587c3556eea,LESLIE LAKES RETIREMENT CENTER,1355 SIXTH STREET,ARCADIA,LA,71001,3182639581,For profit - Corporation,PARAMOUNT HEALTHCARE CONSULTANTS,4,4,2026-02-25,D,2,"Deficient, Provider has date of correction",2026-04-07,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=LESLIE%20LAKES%20RETIREMENT%20CENTER
54365c77cf5e,MILCREST NURSING CENTER,730 MILCREST DRIVE,MARYSVILLE,OH,43040,9376421026,For profit - Individual,COUNTRY CLUB REHABILITATION CAMPUS,3,2,2026-02-25,D,2,"Deficient, Provider has date of correction",2026-03-12,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=MILCREST%20NURSING%20CENTER
85a1fe18e9ea,GANADO NURSING AND REHABILITATION CENTER,107 E ROGERS,GANADO,TX,77962,3617713315,For profit - Corporation,CREATIVE SOLUTIONS IN HEALTHCARE,2,3,2026-02-25,D,2,"Deficient, Provider has date of correction",2026-02-26,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=GANADO%20NURSING%20AND%20REHABILITATION%20CENTER
a3c49a396437,"EVANSVILLE MANOR NURSING AND REHAB, LLC",470 GARFIELD AVE,EVANSVILLE,WI,53536,6088825700,For profit - Limited Liability company,EDEN SENIOR CARE,1,1,2026-02-25,E,2,"Deficient, Provider has date of correction",2026-03-23,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=EVANSVILLE%20MANOR%20NURSING%20AND%20REHAB%2C%20LLC
c5b86ee36b47,ROLAND PARK  REHABILITATION AND HEALTHCARE CENTER,4669 FALLS ROAD,BALTIMORE,MD,21209,4106628606,Non profit - Corporation,ATLAS HEALTHCARE,3,2,2026-02-24,D,2,"Deficient, Provider has date of correction",2026-03-27,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=ROLAND%20PARK%20%20REHABILITATION%20AND%20HEALTHCARE%20CENTER
12229f5ffee9,Alamo Nursing Home Inc,8290 W C Ave,Kalamazoo,MI,49009,2693432587,For profit - Corporation,AVON HEALTHCARE,1,1,2026-02-24,D,2,"Deficient, Provider has plan of correction",2026-04-10,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,0690,https://projects.propublica.org/nursing-homes/findings/search?search=Alamo%20Nursing%20Home%20Inc
94f20e7296eb,Hillcrest Millard LLC,13225 Westwood Lane,Omaha,NE,68144,5313653000,For profit - Limited Liability company,,2,2,2026-02-24,E,2,"Deficient, Provider has date of correction",2026-04-06,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Hillcrest%20Millard%20LLC
cc7d2569190c,EMBASSY OF CAMBRIDGE,1471 WILLS CREEK VALLEY DRIVE,CAMBRIDGE,OH,43725,7404394437,For profit - Corporation,EMBASSY HEALTHCARE,2,1,2026-02-24,E,2,"Deficient, Provider has date of correction",2026-04-10,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=EMBASSY%20OF%20CAMBRIDGE
72adb841ab00,TERRACE VIEW CARE CENTER,201 EAST BASTANCHURY,FULLERTON,CA,92835,7148700060,For profit - Corporation,NAHS,4,3,2026-02-23,D,2,"Deficient, Provider has date of correction",2026-03-13,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",1,0584,https://projects.propublica.org/nursing-homes/findings/search?search=TERRACE%20VIEW%20CARE%20CENTER
99a30e7934e5,Pleasant Springs Healthcare Center,2003 N Edwards St,Mount Pleasant,TX,75455,9035725511,For profit - Corporation,CREATIVE SOLUTIONS IN HEALTHCARE,1,1,2026-02-23,E,2,"Deficient, Provider has date of correction",2026-02-24,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Pleasant%20Springs%20Healthcare%20Center
c60cc0c782ad,CYPRESS POINTE REHABILITATION AND NURSING,5580 DANIEL SMITH ROAD,VIRGINIA BEACH,VA,23462,7574997029,For profit - Limited Liability company,EASTERN HEALTHCARE GROUP,1,2,2026-02-23,E,2,"Deficient, Provider has date of correction",2026-04-06,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=CYPRESS%20POINTE%20REHABILITATION%20AND%20NURSING
e5bda7fd11f4,ARCHER HEIGHTS HEALTHCARE,4437 SOUTH CICERO,CHICAGO,IL,60632,7738840484,For profit - Limited Liability company,SABA HEALTHCARE,2,1,2026-02-22,D,2,"Deficient, Provider has date of correction",2026-02-23,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",5,0584,https://projects.propublica.org/nursing-homes/findings/search?search=ARCHER%20HEIGHTS%20HEALTHCARE
30f680145d08,PLANTATION MANOR NURSING HOME,6450 OLD TUSCALOOSA HIGHWAY,MC CALLA,AL,35111,2054776161,For profit - Corporation,,3,3,2026-02-20,D,2,"Deficient, Provider has date of correction",2026-03-31,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",1,0690,https://projects.propublica.org/nursing-homes/findings/search?search=PLANTATION%20MANOR%20NURSING%20HOME
8f1786595680,OAKWOOD HEALTHCARE CENTER,375 COHASSET RD,CHICO,CA,95926,5303435595,For profit - Limited Liability company,CORPORATE INTERFACE SERVICES,1,1,2026-02-20,E,2,"Deficient, Provider has date of correction",2026-02-26,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=OAKWOOD%20HEALTHCARE%20CENTER
8e5a7957bdf7,Weiser Care of Cascadia,331 East Park Street,Weiser,ID,83672,2085492416,For profit - Limited Liability company,CASCADIA HEALTHCARE,3,3,2026-02-20,D,2,"Deficient, Provider has date of correction",2026-03-23,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,0584,https://projects.propublica.org/nursing-homes/findings/search?search=Weiser%20Care%20of%20Cascadia
